Metabolite,HMDB Name,Shift (ppm),Hs,Type,J (Hz),Height,Physiological Charge,SMILES,InChlKey,pKa (Strongest Acidic),pKa (Strongest Basic),Blood,Urine,Feces,Saliva,Cerebrospinal Fluid (CSF),Amniotic Fluid,Aqueous Humour,Ascites Fluid,Breast Milk,Lymph,Sweat,Tears
Gamma-Butyrolactone,HMDB00549,2.485,2,t,8.22,0.8598,0,O=C1CCCO1,InChIKey=YEJRWHAVMIAJKC-UHFFFAOYSA-N,1.32,10.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7-Dehydrocholesterol,HMDB00032,2.495,1,m,NA,0.0533,0,[H][C@@]12CC[C@H]([C@H](C)CCCC(C)C)[C@@]1(C)CC[C@@]1([H])C2=CC=C2C[C@@H](O)CC[C@]12C,InChIKey=UCTLRSWJYQTBFZ-DDPQNLDTSA-N,11.25,4.99,5,0.029,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
L-Acetylcarnitine,HMDB00201,2.495,1,dd,NA,0.0445,0,CC(=O)OC(CC([O-])=O)C[N+](C)(C)C,InChIKey=RDHQFKQIGNGIED-UHFFFAOYSA-N,4.95,-2.2,5.48,NaN,NaN,0.973,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Stearic acid,HMDB00827,2.495,7,t,7.53,0.103,-1,CCCCCCCCCCCCCCCCCC(O)=O,InChIKey=QIQXTHQIDYTFRH-UHFFFAOYSA-N,18.2,8.5,49.25475,1.5,NaN,6.88,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
A-Ketoglutaric acid oxime,HMDB02467,2.495,2,m,NA,0.3245,-2,O\N=C(/CCC(O)=O)C(O)=O,InChIKey=RSXBEVMDACDZRB-ZZXKWVIFSA-N,1.87,-6.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Hydrocinnamic acid,HMDB00764,2.495,2,t,7.77,1,-1,OC(=O)CCC1=CC=CC=C1,InChIKey=XMIIGOLPHOKFCH-UHFFFAOYSA-N,18.2,2.62,NaN,NaN,NaN,44.28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Isobutyrylglycine,HMDB00730,2.495,7,qq,6.91,0.0973,-1,CC(C)C(=O)NCC(O)=O,InChIKey=DCICDMMXFIELDF-UHFFFAOYSA-N,4.65,-1.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Succinic acid semialdehyde,HMDB01259,2.495,2,t,6.79,1,-1,OC(=O)CCC=O,InChIKey=UIUJIQZEACWQSV-UHFFFAOYSA-N,3.53,8.14,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Tetrahydrocortisone,HMDB00903,2.495,3,m,NA,0.0033,0,[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)CC(=O)[C@@]1([H])[C@@]2([H])CC[C@@]2([H])C[C@@H](O)CC[C@]12C,InChIKey=SYGWGHVTLUBCEM-SDYDLROXSA-N,15.56,10.9,NaN,0.51,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Pyridoxamine,HMDB01431,2.496,44,s,NA,0.4804,1,CC1=C(O)C(CN)=C(CO)C=N1,InChIKey=NHZMQXZHNVQTQA-UHFFFAOYSA-N,3.73,10.21,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Pyrrolidonecarboxylic acid,HMDB00805,2.505,1,m,NA,0.2852,-1,OC(=O)C1CCC(=O)N1,InChIKey=ODHCTXKNWHHXJC-UHFFFAOYSA-N,1.2,4.95,NaN,NaN,NaN,0.618,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5-Aminolevulinic acid,HMDB01149,2.506,2,t,6.57,0.2654,0,NCC(=O)CCC(O)=O,InChIKey=ZGXJTSGNIOSYLO-UHFFFAOYSA-N,9.91,-4.1,NaN,1.71,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Pyridoxal 5'-phosphate,HMDB01491,2.515,22,s,NA,1,-2,CC1=NC=C(COP(O)(O)=O)C(C=O)=C1O,InChIKey=NGVDGCNFYWLIFO-UHFFFAOYSA-N,3.27,4.95,0.0309,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Pyroglutamic acid,HMDB00267,2.515,16,m,NA,0.1845,-1,OC(=O)[C@@H]1CCC(=O)N1,InChIKey=ODHCTXKNWHHXJC-VKHMYHEASA-N,12.7,-0.88,19.5,14,NaN,30.19,47,NaN,NaN,NaN,NaN,NaN,NaN,NaN
(R)-2-Benzylsuccinate,HMDB12127,2.515,1,dd,15.38 6.87,0.1942,-2,OC(=O)C[C@H](CC1=CC=CC=C1)C(O)=O,InChIKey=GTOFKXZQQDSVFH-VIFPVBQESA-N,1.86,-4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Butanal,HMDB03543,2.515,2,m,NA,0.0792,0,CCCC=O,InChIKey=ZTQSAGDEMFDKMZ-UHFFFAOYSA-N,14.58,-3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Canthaxanthin,HMDB03154,2.515,4,t,NA,0.0905,0,C\C(\C=C\C=C(/C)\C=C\C1=C(C)C(=O)CCC1(C)C)=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C1=C(C)C(=O)CCC1(C)C,InChIKey=FDSDTBUPSURDBL-DKLMTRRASA-N,14.58,-3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Catechin,HMDB02780,2.515,1,dd,16.07 8.14,0.069,0,O[C@H]1CC2=C(O)C=C(O)C=C2O[C@@H]1C1=CC(O)=C(O)C=C1,InChIKey=PFTAWBLQPZVEMU-DZGCQCFKSA-N,0.83,4.95,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Hexanoylcarnitine,HMDB00705,2.515,1,dd,15.60 7.78,0.0412,0,CCCCCC(=O)OC(CC([O-])=O)C[N+](C)(C)C,InChIKey=VVPRQWTYSNDTEA-UHFFFAOYSA-N,11.39,-6.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Deoxyguanosine,HMDB00085,2.517,1,ddd,14.06 6.34 3.58,0.1693,0,NC1=NC2=C(N=CN2[C@H]2C[C@H](O)[C@@H](CO)O2)C(=O)N1,InChIKey=YKBGVTZYEHREMT-KVQBGUIXSA-N,10.16,-0.04,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4-Heptanone,HMDB04814,2.525,4,t,7.29,0.58,0,CCCC(=O)CCC,InChIKey=HCFAJYNVAYBARA-UHFFFAOYSA-N,1.86,-6.7,0.03,0.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Chlorpheniramine,HMDB01944,2.525,1,m,NA,0.0317,1,CN(C)CCC(C1=CC=C(Cl)C=C1)C1=CC=CC=N1,InChIKey=SOYKEARSMXGVTM-UHFFFAOYSA-N,1.87,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dGTP,HMDB01440,2.525,1,ddd,13.97 6.35 3.82,0.1347,-3,NC1=NC2=C(N=CN2[C@H]2C[C@H](O)[C@@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)O2)C(=O)N1,InChIKey=HAAZLUGHYHWQIW-KVQBGUIXSA-N,2.23,-0.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2-Methylbutyroylcarnitine,HMDB00378,2.525,1,m,NA,0.1068,0,CCC(C)C(=O)OC(CC([O-])=O)C[N+](C)(C)C,InChIKey=IHCPDBBYTYJYIL-UHFFFAOYSA-N,1.86,-1.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Brompheniramine,HMDB01941,2.525,5,m,NA,0.0319,1,CN(C)CCC(C1=CC=C(Br)C=C1)C1=CC=CC=N1,InChIKey=ZDIGNSYAACHWNL-UHFFFAOYSA-N,2.58,9.64,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Isobutyryl-L-carnitine,HMDB00736,2.525,4,m,NA,0.0521,0,CC(C)C(=O)OC(CC([O-])=O)C[N+](C)(C)C,InChIKey=LRCNOZRCYBNMEP-UHFFFAOYSA-N,3.65,-3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
N-Acetyl-L-aspartic acid,HMDB00812,2.525,6,dd,15.68 9.97,0.0262,-2,CC(=O)N[C@@H](CC(O)=O)C(O)=O,InChIKey=OTCCIMWXFLJLIA-BYPYZUCNSA-N,2.94,-3.6,NaN,0.4,NaN,NaN,0.81,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Octanal,HMDB01140,2.525,1,dt,7.24 1.58,0.0506,0,CCCCCCCC=O,InChIKey=NUJGJRNETVAIRJ-UHFFFAOYSA-N,1.94,-6.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Methylsuccinic acid,HMDB01844,2.529,1,dd,14.30 5.24,0.2283,-2,CC(CC(O)=O)C(O)=O,InChIKey=WXUAQHNMJWJLTG-UHFFFAOYSA-N,3.9,6.52,NaN,2.15,NaN,8.04,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Flavin Mononucleotide,HMDB01520,2.535,9,s,NA,0.1471,-3,CC1=CC2=C(C=C1C)N(C[C@H](O)[C@H](O)[C@H](O)COP(O)(O)=O)C1=NC(=O)NC(=O)C1=N2,InChIKey=FVTCRASFADXXNN-SCRDCRAPSA-N,0.83,-3.6,0.0075,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7-Ketocholesterol,HMDB00501,2.535,2,m,NA,0.062,0,[H][C@@]12CCC([C@H](C)CCCC(C)C)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])C(=O)C=C2CC(O)CC[C@]12C,InChIKey=YIKKMWSQVKJCOP-QJFKPLHKSA-N,4.65,-6.7,0.056333333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Pregnenolone sulfate,HMDB00774,2.535,1,ddd,NA,0.0051,-1,[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2CC(CC[C@]12C)OS(O)(=O)=O,InChIKey=DIJBBUIOWGGQOP-OZIWPBGVSA-N,-0.99,5.01,0.13,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3-Hydroxyglutaric acid,HMDB00428,2.535,3,dd,NA,1,-2,OC(CC(O)=O)CC(O)=O,InChIKey=ZQHYXNSQOIDNTL-UHFFFAOYSA-N,5.09,-1.4,0.15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Guanidinosuccinic acid,HMDB03157,2.535,1,dd,16.15 9.60,0.9521,-1,NC(=N)N[C@@H](CC(O)=O)C(O)=O,InChIKey=VVHOUVWJCQOYGG-REOHCLBHSA-N,14.58,-3,0.3518,2.74,NaN,NaN,NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16-a-Hydroxypregnenolone,HMDB00315,2.535,1,m,NA,0.0392,0,[H][C@@]12C[C@@H](O)[C@H](C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@@H](O)CC[C@]12C,InChIKey=ZAKJZPQDUPCXSD-YRWKUUEZSA-N,18.3,-0.16,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
17a-Hydroxypregnenolone,HMDB00363,2.535,1,m,NA,0.0481,0,[H][C@@]12CC[C@](O)(C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@@H](O)CC[C@]12C,InChIKey=JERGUCIJOXJXHF-TVWVXWENSA-N,4.56,-0.76,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Argininosuccinic acid,HMDB00052,2.535,1,dd,16.15 9.60,0.2163,-1,N[C@@H](CCCNC(=N)N[C@@H](CC(O)=O)C(O)=O)C(O)=O,InChIKey=KDZOASGQNOPSCU-WDSKDSINSA-N,0.83,-9.9,NaN,0.0032,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3-Hexanone,HMDB00753,2.537,2,t,7.32,0.4472,0,CCCC(=O)CC,InChIKey=PFCHFHIRKBAQGU-UHFFFAOYSA-N,18.88,-0.81,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Taurocholic acid,HMDB00036,2.545,2,t,7.35,0.3159,-1,[H][C@@]12C[C@H](O)CCC1(C)C1C[C@H](O)C3(C)C(CCC3C1[C@H](O)C2)C(C)CCC(=O)NCCS(O)(=O)=O,InChIKey=WBWWGRHZICKQGZ-BKXUXKPJSA-N,19.03,-2.8,0.38,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Citric acid,HMDB00094,2.545,49,d,NA,1,-3,OC(=O)CC(O)(CC(O)=O)C(O)=O,InChIKey=KRKNYBCHXYNGOX-UHFFFAOYSA-N,15.61,-5.9,130.7333333,261.0871429,NaN,28.5,257,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Prostaglandin E1,HMDB01442,2.545,1,ddd,NA,0.014,-1,CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(O)=O,InChIKey=GMVPRGQOIOIIMI-DWKJAMRDSA-N,0.83,4.95,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Thiamine,HMDB00235,2.545,7,d,15.92,1,1,CC1=C(CCO)SC=[N+]1CC1=C(N)N=C(C)N=C1,InChIKey=JZRWCGZRTZMZEH-UHFFFAOYSA-N,4.66,-3,NaN,0.22,NaN,0.247,0.0735,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Progesterone,HMDB01830,2.555,1,t,8.99,0.1224,0,[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,InChIKey=RJKFOVLPORLFTN-LEKSSAKUSA-N,11.17,-6.2,0.0025,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Decanoylcarnitine,HMDB00651,2.555,2,qd,NA,0.0394,0,CCCCCCCCCC(=O)OC(CC([O-])=O)C[N+](C)(C)C,InChIKey=LZOSYCMHQXPBFU-UHFFFAOYSA-N,5,-6.2,0.2005,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Beta-Alanine,HMDB00056,2.555,2,t,6.7,0.8242,0,NCCC(O)=O,InChIKey=UCMIRNVEIXFBKS-UHFFFAOYSA-N,0.91,-3,3.4,1.49,NaN,NaN,0.024,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Prostaglandin E2,HMDB01220,2.555,1,ddd,NA,0.0108,-1,CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1C\C=C/CCCC(O)=O,InChIKey=XEYBRNLFEZDVAW-ARSRFYASSA-N,3.84,-3.2,3.7,NaN,NaN,NaN,NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Gamma-Glutamylcysteine,HMDB01049,2.555,5,t,7.14,0.9777,-1,N[C@@H](CCC(=O)N[C@@H](CS)C(O)=O)C(O)=O,InChIKey=RITKHVBHSGLULN-WHFBIAKZSA-N,1.78,-3.6,25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Glutathione,HMDB00125,2.555,14,m,NA,0.5383,-1,N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(O)=O)C(O)=O,InChIKey=RWSXRVCMGQZWBV-WDSKDSINSA-N,1.87,-4.7,800.5,0.065,NaN,4.41,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2-Heptanone,HMDB03671,2.555,2,t,7.4,0.3102,0,CCCCCC(C)=O,InChIKey=CATSNJVOTSVZJV-UHFFFAOYSA-N,14.58,-3,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Cysteineglutathione disulfide,HMDB00656,2.555,15,m,NA,0.5787,-1,N[C@@H](CCC(=O)N[C@@H](CSSCC(N)C(O)=O)C(=O)NCC(O)=O)C(O)=O,InChIKey=BNRXZEPOHPEEAS-PPSBICQBSA-N,5.04,-1.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
N-Formyl-L-methionine,HMDB01015,2.555,3,m,NA,0.0722,-1,CSCC[C@@H](NC=O)C(O)=O,InChIKey=PYUSHNKNPOHWEZ-RXMQYKEDSA-N,1.23,-0.95,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Cortisone,HMDB02802,2.565,2,m,NA,0.0877,0,[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)CC(=O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,InChIKey=MFYSYFVPBJMHGN-ZPOLXVRWSA-N,17.79,2.77,0.0624,0.011,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
(+)-(S)-Carvone,HMDB04487,2.565,3,m,NA,0.1063,0,CC(=C)[C@H]1CC=C(C)C(=O)C1,InChIKey=ULDHMXUKGWMISQ-VIFPVBQESA-N,1.86,-6.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2-Isopropylmalic acid,HMDB00402,2.565,1,d,NA,0.2336,-2,CC(C)[C@@](O)(CC(O)=O)C(O)=O,InChIKey=BITYXLXUCSKTJS-ZETCQYMHSA-N,5.02,-6.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2-Oxohexane,HMDB05842,2.565,2,t,7.43,0.2634,0,CCCCC(C)=O,InChIKey=QQZOPKMRPOGIEB-UHFFFAOYSA-N,1.87,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Propanal,HMDB03366,2.565,2,qd,7.34 1.38,0.2253,0,CCC=O,InChIKey=NBBJYMSMWIIQGU-UHFFFAOYSA-N,14.58,-3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Corticosterone,HMDB01547,2.575,3,m,NA,0.0315,0,[H][C@@]12CC[C@H](C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,InChIKey=OMFXVFTZEKFJBZ-HJTSIMOOSA-N,2.79,-0.13,0.027,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2-Hydroxyestradiol,HMDB00338,2.575,2,m,NA,0.0621,0,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C(O)=C3,InChIKey=DILDHNKDVHLEQB-XSSYPUMDSA-N,1.86,-6.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Deoxyadenosine,HMDB00101,2.575,1,ddd,14.08 6.26 3.31,0.1356,0,NC1=NC=NC2=C1N=CN2[C@H]1C[C@H](O)[C@@H](CO)O1,InChIKey=OLXZPDWKRNYJJZ-RRKCRQDMSA-N,1.86,-6.7,NaN,0.22,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Ergocalciferol,HMDB00900,2.575,1,dd,NA,0.0049,0,CC(C)[C@@H](C)\C=C\[C@@H](C)[C@H]1CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)CCC1=C,InChIKey=MECHNRXZTMCUDQ-RKHKHRCZSA-N,3.25,-6.3,NaN,NaN,NaN,0.008,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Pseudoephedrine,HMDB01943,2.575,20,s,NA,1,1,CN[C@@H](C)[C@@H](O)C1=CC=CC=C1,InChIKey=KWGRBVOPPLSCSI-WCBMZHEXSA-N,1.79,-0.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3-Hexanone,HMDB00753,2.581,2,q,7.32,0.3686,0,CCCC(=O)CC,InChIKey=PFCHFHIRKBAQGU-UHFFFAOYSA-N,18.88,-0.81,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Vitamin D3,HMDB00876,2.585,1,dd,12.96 2.72,0.0184,0,CC(C)CCC[C@@H](C)[C@H]1CCC2\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)CCC1=C,InChIKey=QYSXJUFSXHHAJI-QWSSABAFSA-N,1.1,-3.6,0.03705,NaN,NaN,0.006,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Beta-Leucine,HMDB03640,2.585,1,dd,16.78 4.29,0.188,0,CC(C)[C@@H](N)CC(O)=O,InChIKey=GLUJNGJDHCTUJY-YFKPBYRVSA-N,14.58,-3,4.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3-Indolepropionic acid,HMDB02302,2.585,18,t,NA,1,-1,OC(=O)CCC1=CNC2=CC=CC=C12,InChIKey=GOLXRNDWAUTYKT-UHFFFAOYSA-N,2.45,-2.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
N-Acetyl-L-methionine,HMDB11745,2.585,17,m,NA,0.0508,-1,CSCCC(NC(C)=O)C(O)=O,InChIKey=XUYPXLNMDZIRQH-UHFFFAOYSA-N,1.86,-6.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Prostaglandin D2,HMDB01403,2.595,1,dd,NA,0.0105,-1,CCCCC[C@H](O)\C=C\[C@@H]1[C@@H](C\C=C/CCCC(O)=O)[C@@H](O)CC1=O,InChIKey=BHMBVRSPMRCCGG-OUTUXVNYSA-N,3.65,5.53,2.00E-04,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Biotin,HMDB00030,2.595,1,d,12.43,0.3793,-1,[H][C@]12CS[C@@H](CCCCC(O)=O)[C@@]1([H])NC(=O)N2,InChIKey=YBJHBAHKTGYVGT-ZKWXMUAHSA-N,4.36,-3,0.00127,0.036,NaN,0.071,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
L(-)-Nicotine pestanal,HMDB01934,2.595,1,m,NA,0.0671,1,CN1CCC[C@H]1C1=CN=CC=C1,InChIKey=SNICXCGAKADSCV-JTQLQIEISA-N,1.87,10,0.745,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Delta-Hexanolactone,HMDB00453,2.595,1,m,NA,0.0545,0,CC1CCCC(=O)O1,InChIKey=RZTOWFMDBDPERY-UHFFFAOYSA-N,1.86,5.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3-Methoxybenzenepropanoic acid,HMDB11751,2.595,16,t,NA,0.1137,-1,COC1=CC(CCC(O)=O)=CC=C1,InChIKey=BJJQJLOZWBZEGA-UHFFFAOYSA-N,1.86,-6.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Glycyrrhetinic acid,HMDB11628,2.595,1,m,NA,0.0689,-1,CC1(C)[C@@H](O)CC[C@@]2(C)C1CC[C@]1(C)C2C(=O)C=C2C3C[C@](C)(CC[C@]3(C)CC[C@@]12C)C(O)=O,InChIKey=MPDGHEJMBKOTSU-WFJWTYAKSA-N,1.86,-3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Phenylpropionylglycine,HMDB00860,2.595,13,t,7.78,0.4593,-1,OC(=O)CNC(=O)CCC1=CC=CC=C1,InChIKey=YEIQSAXUPKPPBN-UHFFFAOYSA-N,12.42,5.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Famotidine,HMDB01919,2.599,2,t,7,0.5732,1,NC(=N)NC1=NC(CSCCC(=N)NS(N)(=O)=O)=CS1,InChIKey=XUFQPHANEAPEMJ-UHFFFAOYSA-N,1.73,-5.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Methylamine,HMDB00164,2.605,3,s,NA,1,1,CN,InChIKey=BAVYZALUXZFZLV-UHFFFAOYSA-N,12.19,-0.53,1,10.5,NaN,91.775,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Isobutyric acid,HMDB01873,2.605,1,m,NA,0.0753,-1,CC(C)C(O)=O,InChIKey=KQNPFQTWMSNSAP-UHFFFAOYSA-N,14.58,-3,2.3,39,NaN,500.865,1.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Isobutyryl-L-carnitine,HMDB00736,2.605,3,d,5.81,0.0486,0,CC(C)C(=O)OC(CC([O-])=O)C[N+](C)(C)C,InChIKey=LRCNOZRCYBNMEP-UHFFFAOYSA-N,3.65,-3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Spermidine,HMDB01257,2.615,5,m,NA,1,3,NCCCCNCCCN,InChIKey=ATHGHQPFGPMSJY-UHFFFAOYSA-N,12.94,-1.4,0.07,0.392,NaN,1.63,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3-Phenylbutyric acid,HMDB01955,2.615,10,m,NA,0.238,-1,CC(CC(O)=O)C1=CC=CC=C1,InChIKey=ZZEWMYILWXCRHZ-UHFFFAOYSA-N,14.22,10.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Coenzyme A,HMDB01423,2.615,2,t,6.6,0.492,-4,CC(C)(COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N)C(O)C(=O)NCCC(=O)NCCS,InChIKey=RGJOEKWQDUBAIZ-DRCCLKDXSA-N,16.92,3.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Deoxyadenosine monophosphate,HMDB00905,2.615,2,m,NA,0.1669,-2,NC1=NC=NC2=C1N=CN2[C@H]1C[C@H](O)[C@@H](COP(O)(O)=O)O1,InChIKey=KHWCHTKSEGGWEX-RRKCRQDMSA-N,0.54,10.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Imipramine,HMDB01848,2.615,24,s,NA,1,1,CN(C)CCCN1C2=CC=CC=C2CCC2=CC=CC=C12,InChIKey=BCGWQEUPMDMJNV-UHFFFAOYSA-N,2.98,9.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Deoxyinosine,HMDB00071,2.615,1,ddd,14.10 6.39 3.79,0.0747,0,OC[C@H]1O[C@H](C[C@@H]1O)N1C=NC2=C1N=CN=C2O,InChIKey=VGONTNSXDCQUGY-RRKCRQDMSA-N,3.53,-4.9,NaN,NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
